magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami
0.13223458679864272,1.1573051814325774,0.7085879290459765,-0.3168527718693461,-0.4529515384986157,-0.36834232981591497,-0.3320583094616721,-0.4510789824158124,-0.48869077232755603,0.9080261556269977,1.5946005802965988,1.2654132612233486,1
-0.09236890337628839,-0.10535634892009177,-1.343692665450148,-0.41925483865616053,-0.524943429556931,0.4073458597911173,0.37014326343249754,-0.37089778868977147,-0.3112955511658154,0.408482257234931,1.5946005802965988,1.2654132612233486,0
0.13223458679864272,-0.4210217315082591,-2.027786196948856,-0.3571929799974851,-0.33296505340142357,0.8114252887957109,-0.29075233458554445,3.667318695330834,-0.864506675022182,-1.9601797655801758,1.5946005802965988,1.2654132612233486,1
0.8060450573234381,0.21030903366807555,-0.6595991339514399,-0.11515173122865094,-0.32496595439494413,0.24318859175800114,-0.16683440995716156,-0.28342739553409046,-0.8366901778604267,-1.9074143910125132,1.5946005802965988,1.2654132612233486,1
-0.7661793739010858,-1.368017879272761,-2.711879728447564,-0.6209558792968557,-0.39695784545325935,1.6561136487573223,0.08100143929960417,3.998714858199991,-1.0676880455950044,1.0665853847846414,1.5946005802965988,1.2654132612233486,1
0.13223458679864272,-0.10535634892009177,-2.027786196948856,-0.3571929799974851,-0.3529628009176223,1.466701416411419,0.039695464423476545,4.257743849131681,-1.0841580506338622,1.0674595738759185,1.5946005802965988,1.2654132612233486,1
-0.31697239355122153,-1.0523524966845936,-2.027786196948856,-0.49372906904657105,-0.3769600979370607,1.5117995669699673,-0.12552843508103395,4.041830472826312,-1.0813580764795037,1.0673068029667632,1.5946005802965988,1.2654132612233486,1
-0.5415758837261526,0.8416397988444102,0.024494397547268287,-0.2268630768142667,-0.34096415240790307,-0.07881220323003431,0.4940611880608804,-0.4073437858379719,0.15147347559466176,-1.1453472648735916,1.5946005802965988,0.9801572305872407,1
-0.31697239355122153,1.1573051814325774,0.7085879290459765,0.958518423566434,-0.220977667310711,0.36585556127725277,2.7658898062478996,-0.4073437858379719,0.5421065190040412,-1.3199593216743553,1.5946005802965988,0.6949011999511326,1
1.4798555278482335,1.4729705640207449,1.3926814605446847,2.8824360419853723,0.16297908500030364,-0.07791024021886334,1.8158523840969643,-0.35673487419798083,0.5434515327666716,-1.3228365071301116,1.5946005802965988,0.6949011999511326,1
-0.09236890337628839,1.4729705640207449,2.0767749920433927,0.05241528714977273,-0.06099568718112156,-0.4170483324191472,0.37014326343249754,-0.48023578013437274,0.7185488693802671,0.5830569700356789,1.5946005802965988,0.6949011999511326,1
-0.9907828640760169,0.8416397988444102,0.7085879290459765,-0.35408988706455136,-0.2089790188009918,-0.4039698687571682,1.19626276095505,-0.48023578013437274,0.7143195890476366,0.5834049482176435,1.5946005802965988,0.6949011999511326,1
0.13223458679864272,0.8416397988444102,-0.6595991339514399,-0.3385744223998825,-0.15298532575563548,0.7446800259690591,0.8245089870699014,0.4454925474299178,-0.9069057600899487,0.9983561993013796,1.5946005802965988,0.6949011999511326,1
1.4798555278482335,1.1573051814325774,1.3926814605446847,0.29445653591860693,0.1669786345035434,0.8263076784800317,-0.5385881838423102,0.29241935940747604,-0.3577589966225659,0.7966307010346589,1.5946005802965988,0.6949011999511326,1
-0.7661793739010858,1.4729705640207449,1.3926814605446847,0.5364977846874411,-0.356962350420862,3.2147057320607546,0.37014326343249754,-0.46565738127509254,0.9597681087333081,0.4215611445131629,1.5946005802965988,0.6949011999511326,0
-0.7661793739010858,0.8416397988444102,0.024494397547268287,-0.6147496934309882,-0.6489294641573627,1.78915319290504,0.37014326343249754,-0.33445179154157106,-1.3277997807146926,-1.9653824637641837,1.5946005802965988,0.4096451693150247,1
0.13223458679864272,1.4729705640207449,1.3926814605446847,1.4922504080310428,-0.3129673058852249,1.7814865073100865,-0.12552843508103395,-0.3072703668684432,0.5152722117288931,0.5788303082157181,1.5946005802965988,0.12438913867891674,1
-0.9907828640760169,-0.4210217315082591,-2.711879728447564,-0.6737084591567298,0.02299485238691289,0.30362011350645607,0.24622533880411465,3.986075386388995,-0.46177217263676634,-1.0505028408336736,1.5946005802965988,-0.16086689195719123,0
0.581441567148507,0.8416397988444102,-0.6595991339514399,0.01828126488750124,-0.3449637019111428,0.5268559587712706,0.6179791126892633,1.167123290964286,-0.6743723044356377,-1.043232643012432,1.5946005802965988,-0.44612292259329916,1
-0.09236890337628839,-0.7366871140964264,-0.6595991339514399,-0.4254610245220281,-0.41295604346621834,-0.43057777758671173,0.8245089870699014,-0.48023578013437274,-2.1135626846635533,0.9031968974431469,1.5946005802965988,-0.44612292259329916,1
-0.31697239355122153,0.5259744162562429,-0.6595991339514399,-0.3354713294669487,-0.27297181085282757,0.08083524974722692,0.20491936392798704,1.0504961000900446,-0.9950976161769689,-1.0128100139087186,1.5946005802965988,-0.44612292259329916,1
-0.7661793739010858,0.5259744162562429,-0.6595991339514399,-0.3354713294669487,-0.9208988303776647,-0.18569482005379398,2.848501756000155,-0.35631938983049133,0.29376640297309614,-1.1848326037993016,1.5946005802965988,-0.7313789532294072,1
0.13223458679864272,0.5259744162562429,-1.343692665450148,-0.3323682365340149,-0.9208988303776647,0.6220130564498076,0.039695464423476545,-0.48023578013437274,-0.9569498007676523,0.9992897993017724,1.5946005802965988,-1.016634983865515,1
-0.09236890337628839,0.5259744162562429,-1.343692665450148,-0.40994555985735925,-0.9208988303776647,0.6184052044051238,0.7005910624415185,-0.48023578013437274,-0.9623298558181737,0.9986787156651515,1.5946005802965988,-1.016634983865515,1
-0.5415758837261526,1.1573051814325774,0.7085879290459765,-0.19893524041786276,-0.9208988303776647,-0.4675582610447214,0.28753131368024226,-0.37818698811941154,0.7257943522378152,0.5858492827641268,1.5946005802965988,-1.016634983865515,1
0.8060450573234381,1.4729705640207449,1.3926814605446847,4.7380856158797675,-0.9208988303776647,0.7261897842400543,0.1636133890518594,-0.25427059781553013,1.2520502275270262,0.7551788610172125,1.5946005802965988,-1.016634983865515,1
-0.5415758837261526,1.4729705640207449,0.024494397547268287,-0.5030383478453724,-0.9208988303776647,0.3888556180621125,0.7418970373176461,-0.3490301904008512,-0.1547022322293877,0.3903653248636695,1.5946005802965988,-1.016634983865515,0
-0.7661793739010858,-0.7366871140964264,0.7085879290459765,-0.6209558792968557,-0.9208988303776647,-0.2249302110397311,0.865814961946029,-0.37818698811941154,-1.2310687364344062,-1.9550364783052838,1.5946005802965988,-1.016634983865515,1
-0.31697239355122153,-0.7366871140964264,-2.027786196948856,-0.4906259761136373,-0.9208988303776647,2.0087811861251708,-0.5385881838423102,3.3465939204266704,-1.0013682389231828,-1.973946121949606,1.5946005802965988,-1.3018910145016231,1
-0.9907828640760169,1.1573051814325774,0.024494397547268287,-0.5588940206381803,-0.9208988303776647,0.7667781197427478,-0.12552843508103395,0.24868416282963557,-0.2929381289941115,-1.0995151433997563,1.5946005802965988,-1.3018910145016231,0
-0.9907828640760169,0.8416397988444102,-1.343692665450148,-0.6799146450225974,-0.9208988303776647,-0.10722403808191976,1.3201806855834328,-0.4948141789936529,-1.2120919482521175,-1.9464558455743997,1.5946005802965988,-1.587147045137731,1
-0.7661793739010858,1.1573051814325774,0.024494397547268287,-0.264100192009472,-0.9208988303776647,0.4925813643467738,-0.12552843508103395,-0.3125841932526508,-0.3836111140111065,0.4467853190692339,1.5946005802965988,-1.587147045137731,0
-0.9907828640760169,-1.368017879272761,-2.027786196948856,-0.6830177379555311,-0.5329425285634104,0.13092576557260663,3.426785404265942,-0.28342739553409046,1.7944719221812575,-1.8730494237253226,1.5946005802965988,-1.587147045137731,1
-0.9907828640760169,-1.368017879272761,-2.027786196948856,-0.6830177379555311,-0.8289091918031508,-0.5978919161589262,7.590427671779606,-0.28342739553409046,1.7944719221812575,-1.8730494237253226,1.5946005802965988,-1.587147045137731,1
-0.7661793739010858,1.1573051814325774,-0.6595991339514399,-0.6085435075651207,-0.9208988303776647,-0.36924429282708593,0.9897328865744118,-0.414632985267612,1.7989870637495424,-1.8736435328164815,1.5946005802965988,-1.587147045137731,1
-0.5415758837261526,-1.368017879272761,-1.343692665450148,-0.5557909277052465,-0.720921355215678,-0.17534795137114625,4.170292952036239,-0.3125841932526508,1.7936656469012064,-1.8701298019059116,1.5946005802965988,-1.587147045137731,1
-0.5415758837261526,-1.368017879272761,-1.343692665450148,-0.5557909277052465,-0.84090784031287,-0.5978919161589262,7.441726162225546,-0.3125841932526508,1.7936656469012064,-1.8701298019059116,1.5946005802965988,-1.587147045137731,1
-0.31697239355122153,0.8416397988444102,0.024494397547268287,-0.4347703033208294,-0.9208988303776647,-0.18298893102028108,1.4854045850879434,-0.4073437858379719,1.8001268438045235,-1.8716659982701946,1.5946005802965988,-1.587147045137731,1
-0.7661793739010858,0.5259744162562429,0.024494397547268287,0.3285905581808784,-0.9208988303776647,-0.07114551763508112,-0.16683440995716156,-0.4000545864083318,1.1583793644232967,-0.17568399392002437,1.5946005802965988,-1.587147045137731,0
-0.7661793739010858,1.4729705640207449,1.3926814605446847,0.44030190376649414,-0.9208988303776647,0.612993426338098,-0.4972822089661826,-0.45836818184545247,1.2562721780843835,0.41324361723693503,1.5946005802965988,-1.587147045137731,0
0.8060450573234381,1.1573051814325774,0.7085879290459765,0.15792044686952095,-0.9208988303776647,1.0766024140799753,-0.2494463597094168,0.6531618391803639,-0.40792031370464055,0.6363061191489996,1.4305461593267343,1.5506692918594567,0
0.8060450573234381,1.4729705640207449,-0.6595991339514399,-0.049986779637041734,-0.9208988303776647,-0.13563587293380533,0.28753131368024226,-0.44911089856980957,-0.4083197864570294,0.5906361045843234,1.4305461593267343,1.5506692918594567,1
1.2552520376733023,1.1573051814325774,1.3926814605446847,0.6947555242670634,-0.9208988303776647,1.6349175179948041,0.6179791126892633,0.3653113537038769,-0.2942135098916465,-1.0987224321266955,1.4305461593267343,1.2654132612233486,1
-0.7661793739010858,0.8416397988444102,-1.343692665450148,-0.5651002065040478,-0.9208988303776647,0.8718568105441656,-0.4146702592139273,-0.46565738127509254,0.7330984732975488,0.6269616318723394,1.4305461593267343,1.2654132612233486,1
-0.09236890337628839,1.1573051814325774,0.024494397547268287,0.38754932390662006,-0.9208988303776647,-0.5978919161589262,-1.0342598823558418,-0.17700508386134525,1.9321287666993991,-1.7746989073202921,1.4305461593267343,0.9801572305872407,1
-0.09236890337628839,-0.10535634892009177,-2.027786196948856,-0.4037393739914917,-0.9208988303776647,1.5568977175285155,0.24622533880411465,3.3465939204266704,-0.9055387570014989,1.0348599593167431,1.4305461593267343,0.9801572305872407,1
0.8060450573234381,-0.10535634892009177,-1.343692665450148,-0.13687338175918734,-0.9208988303776647,1.428367988436653,0.28753131368024226,3.28828032498955,-0.9030906120602534,1.0378729411361933,1.4305461593267343,0.9801572305872407,1
-0.9907828640760169,0.8416397988444102,-0.6595991339514399,-0.5775125782357828,-0.9208988303776647,-0.15006728111254078,3.6746212535227074,-0.4000545864083318,0.31597562205086144,-1.192151179075109,1.4305461593267343,0.6949011999511326,1
